Device_ID,Timestamp,Temp_C,Humidity_pct,Temp_breach_flag,Temp_consec_count,Humidity_breach_flag,Distance_from_route_m,Distance_breach_flag,Distance_consec_count,Accel_x_g,Accel_y_g,Accel_z_g,Accel_mag_g,Shock_flag,Tamper_switch_flag,Anomaly_Label,Anomaly_Type,CVSS,EPSS,DVD,Lat,Lon,aux_sensor_1,aux_sensor_2,aux_sensor_3,aux_sensor_4,aux_sensor_5,aux_sensor_6,aux_sensor_7,aux_sensor_8,aux_sensor_9,aux_sensor_10,aux_sensor_11,aux_sensor_12,aux_sensor_13,aux_sensor_14,aux_sensor_15,aux_sensor_16,aux_sensor_17,aux_sensor_18,aux_sensor_19,aux_sensor_20,aux_sensor_21,aux_sensor_22,aux_sensor_23,aux_sensor_24,aux_sensor_25,aux_sensor_26,aux_sensor_27,aux_sensor_28,aux_sensor_29,aux_sensor_30,aux_sensor_31,aux_sensor_32,aux_sensor_33,aux_sensor_34,aux_sensor_35,aux_sensor_36,aux_sensor_37
D001,2025-08-04 08:09:00,14.71,86.95,1,4,1,20.65,0,0,4.627,-0.378,6.713,7.361411685267982,1,1,1,Loss_of_storage|Tamper_Damage,4.94,0.0439,17,12.968118,77.593867,-0.2263,-0.4982,-0.2159,0.2298,0.0935,2.3996,-1.648,-0.8457,1.6069,-0.0167,-0.4252,-0.1088,-0.3663,-0.0536,0.0701,0.7292,-2.0953,0.9274,0.1764,0.4533,-1.3299,0.6992,1.4203,-2.4965,0.4697,0.3082,-2.7939,-2.3931,0.5025,-0.5437,2.0536,-0.087,-0.0227,0.4044,-0.5166,0.9667,0.8153
D001,2025-08-04 08:14:00,12.56,49.12,1,5,0,7.17,0,0,0.419,0.096,0.731,0.5070877636070505,0,0,1,Loss_of_storage,4.78,0.0923,16,12.970252,77.59435,1.5637,-0.1755,0.0303,-1.7658,-0.0855,0.1045,-0.0277,-0.4617,0.5042,2.6127,-1.0648,1.699,-1.2513,0.0216,-1.103,-0.2744,-0.533,1.1915,0.7017,-1.1316,0.6533,1.2183,-0.5246,0.0444,0.0681,-2.5657,-0.4817,0.8549,-0.7648,-1.12,-1.4227,0.4141,0.7698,-1.159,0.6134,1.362,1.2601
D001,2025-08-04 08:19:00,10.38,46.61,1,6,0,21.11,0,0,0.169,-0.033,0.49,0.5382843114934709,0,0,1,Loss_of_storage,4.8,0.0389,16,12.973105,77.594837,2.0707,-0.088,0.8036,1.0366,-0.7139,-1.1592,0.9418,0.005,-1.1947,-0.25,-0.3,-1.1427,0.2119,-0.2989,0.3289,0.2865,1.2593,-0.8749,0.3675,-0.4918,-0.7962,-0.3185,0.5497,-0.4077,0.0559,0.9698,1.6446,0.6361,0.8729,-0.7924,-1.357,0.565,0.4085,0.0554,1.1381,1.8781,0.3822
D001,2025-08-04 08:23:00,12.74,60.41,1,7,0,16.47,0,0,-0.135,0.099,0.654,0.38437221543706823,0,0,1,Loss_of_storage,4.95,0.0473,16,12.972391,77.593863,-0.5784,-0.844,1.4021,-0.0975,-0.0241,1.8794,-1.7247,0.0949,0.3828,0.6171,-0.6173,-0.0411,1.7019,-0.6687,0.7412,0.7645,-0.6403,0.4579,-0.8226,1.4503,0.4784,0.3464,-1.2665,-0.0348,-1.974,2.1954,-1.3262,0.8375,-2.0649,-1.1943,-0.6585,0.1597,0.2094,-1.2866,-0.1026,-3.5928,-1.6581
D001,2025-08-04 08:28:00,9.73,42.46,1,8,0,9.03,0,0,0.194,0.075,0.82,0.27506544675767625,0,0,1,Loss_of_storage,4.92,0.0696,17,12.97112,77.596321,0.4779,0.5545,-0.5647,0.2149,0.6551,0.9049,1.9921,0.3522,-2.2759,1.1468,0.8664,0.244,0.265,-0.3503,-0.0833,-0.4459,-0.4957,0.5539,-1.221,-0.8297,0.7115,1.0139,-0.4389,-0.6758,0.4403,0.4937,0.2471,-0.5929,-0.5566,1.3989,-0.7771,-2.0415,0.5475,-1.7038,-2.5063,2.7126,-0.5669
D001,2025-08-04 08:32:00,4.94,43.67,0,0,0,3.63,0,0,-0.066,-0.051,1.04,0.0925040539652182,0,0,0,None,4.72,0.0468,16,12.972248,77.595404,-1.0994,-0.8903,-1.1611,0.0658,0.4711,-0.7679,-0.9604,0.4793,-1.2198,-1.7117,-1.0005,0.1433,0.7462,-1.0637,-1.1053,0.2638,-0.6506,-0.5043,1.113,-0.5207,0.1048,1.1614,0.1076,-0.0244,-0.9527,2.1096,0.5181,-0.9627,-0.1076,0.5473,-0.4453,-0.2057,2.3281,-0.0928,2.4634,1.3162,0.8426
D001,2025-08-04 08:37:00,4.29,35.71,0,0,0,26.44,0,0,-0.041,0.12,1.259,0.28837822386581125,0,0,0,None,4.83,0.0594,17,12.97064,77.592707,1.1653,-0.4141,-0.4647,-0.9278,-0.1214,-0.3369,-0.833,-0.2411,-0.812,0.0846,-0.8256,0.8271,-1.5828,1.0033,-0.996,-1.3742,0.9446,-0.1559,0.797,-0.9577,-0.1867,-0.7641,0.498,-0.3653,0.0877,1.9221,-0.5044,1.1194,-0.0877,-1.8459,0.7272,0.9557,0.823,0.4419,0.3522,0.4159,-0.4505
D001,2025-08-04 08:41:00,3.93,39.85,0,0,0,9.74,0,0,-0.197,-0.012,1.149,0.24729334807066689,0,0,0,None,5.19,0.0813,17,12.972668,77.597679,1.3649,1.1702,-0.8222,0.5725,0.2847,-0.2124,0.0137,-1.0141,-0.6143,1.5571,1.0655,0.1244,-0.4711,-0.7348,0.43,-1.2911,-0.6879,-0.0787,-0.4707,1.385,-0.625,-1.6921,2.4488,-0.7536,-1.6559,0.3372,1.4132,0.4047,0.8123,-1.1618,0.1941,-0.9302,0.6894,-0.2459,-1.0178,0.5597,3.3676
D001,2025-08-04 08:46:00,6.25,37.61,0,0,0,0.07,0,0,4.066,-0.549,4.864,5.635978442116328,1,1,1,Tamper_Damage,5.13,0.0789,17,12.970803,77.595616,1.3358,-0.6061,-0.0093,-0.0591,0.486,0.4719,0.5612,1.7751,-0.1038,0.7795,-0.8284,1.0831,-0.4382,-0.5602,0.545,-1.451,1.0831,0.3768,-0.4833,0.7863,0.8052,-0.5482,-0.2225,-1.4348,-0.0314,-0.2867,0.2675,-0.9466,-0.3049,-0.3046,-0.7432,-1.4445,1.9601,-1.2857,0.4661,0.9193,-0.8014
D001,2025-08-04 08:51:00,4.94,49.9,0,0,0,24.89,0,0,-0.254,-0.371,0.838,0.477913172030234,0,0,0,None,5.13,0.0525,16,12.971841,77.596047,-0.2188,-0.6925,-1.6229,0.0732,1.1604,1.2744,-0.2966,2.4494,-0.196,-0.9993,-1.8448,1.171,-1.622,-0.4409,0.9828,0.3096,-1.7628,0.2571,1.3448,0.5859,-0.8751,-1.2743,-0.0819,0.2797,0.5167,0.0401,1.0933,-1.5146,-0.8425,0.3354,0.9306,0.6976,0.3987,0.0782,-1.0355,0.6064,-0.3758
D001,2025-08-04 08:56:00,4.02,43.97,0,0,0,14.4,0,0,0.173,-0.183,0.62,0.4558705956738162,0,0,0,None,5.05,0.0643,16,12.969941,77.590205,-1.5123,1.1422,-0.1716,0.3762,0.821,-1.6422,-0.5307,-1.5854,1.838,0.4155,0.2815,-0.0815,1.5057,0.9627,-0.478,0.3453,-1.226,0.9887,-1.2722,-0.9564,1.1728,-1.1974,0.5932,0.2535,0.6764,-0.2218,1.5664,0.7901,-1.0806,-0.0513,0.0748,-0.4057,-1.1447,0.01,0.2522,1.0143,0.598
D001,2025-08-04 09:00:00,5.5,33.39,0,0,0,17.44,0,0,0.091,0.331,0.849,0.37502399923204915,0,0,0,None,4.56,0.0582,17,12.97232,77.597687,0.4343,-0.5012,0.6479,-0.077,-0.3092,-0.5555,0.0485,1.5398,-2.1525,-0.986,1.5313,-0.2407,-0.2332,0.6792,-0.4333,0.3702,2.886,1.3119,-1.2116,0.1494,0.445,-0.6657,1.29,0.3116,1.0086,-0.9293,0.7805,0.5683,1.3638,0.0468,0.4595,0.3014,0.7131,-0.1261,-0.6075,1.4959,-0.1917
D001,2025-08-04 09:05:00,5.04,51.85,0,0,0,27.47,0,0,-0.189,0.164,1.282,0.37701591478344787,0,1,1,Tamper_Damage,5.05,0.0744,17,12.972822,77.592483,-0.7852,-0.7668,-2.1514,0.366,1.3912,0.5237,0.2106,1.455,-1.9285,-1.3995,0.4441,1.205,-0.2406,0.31,-0.238,-0.9614,-0.9252,0.5043,2.2629,-0.3064,-0.9635,0.5832,-1.9853,0.194,0.1635,1.3278,-1.059,0.0972,-0.6135,1.2879,1.4115,1.8229,-0.5772,-1.5667,-1.8098,2.0889,2.3932
D001,2025-08-04 09:09:00,4.65,50.95,0,0,0,17.31,0,0,0.62,0.286,0.624,0.7794690500590771,0,0,0,None,4.9,0.0779,16,12.972222,77.592752,-0.3287,2.3425,-0.3302,0.2266,0.0323,0.3424,-0.0649,0.039,-1.0059,-0.2775,0.2848,0.0663,0.6208,-0.6521,-0.5117,1.5619,-0.7915,-0.6606,-0.6613,-1.7932,0.8823,-0.6703,-1.376,0.2644,1.6891,-0.2231,-0.9833,0.654,-0.4724,-1.1781,-0.4978,0.1618,-1.343,0.7956,-0.1286,-0.5147,-0.4103
D001,2025-08-04 09:13:00,6.54,24.17,0,0,0,3.82,0,0,-0.264,0.238,0.953,0.35853730628764424,0,0,0,None,4.84,0.0785,17,12.971635,77.598257,-0.8758,-0.415,-0.6509,-1.1322,0.1549,-1.03,-0.9412,-1.0076,-0.1895,0.2023,-0.5862,-0.5353,-0.556,-2.5745,-0.1855,1.2942,0.0506,0.5894,-0.4222,-1.5277,-1.4984,-1.6531,-0.8482,-2.083,2.2526,0.5896,1.1166,0.5563,-0.9761,0.8796,-0.4336,0.6062,-1.1244,-0.5932,0.9505,-1.4172,-3.263
D001,2025-08-04 09:17:00,3.95,41.12,0,0,0,0.73,0,0,0.344,-0.073,1.237,0.42406839071074376,0,0,0,None,4.91,0.0787,16,12.972794,77.595983,0.3572,-1.6628,-1.5294,0.5016,1.9522,0.7076,0.2951,0.4228,0.1439,1.8526,-0.7216,1.0412,-1.0183,0.5146,1.5471,-0.4252,0.2726,-0.8304,0.3157,1.4319,-0.2275,0.2629,0.05,0.6052,-2.2271,0.443,-1.6624,-0.7847,-0.0278,0.2722,-0.2655,-0.7211,-0.3657,1.1571,-2.4943,-1.0342,-0.5954
D001,2025-08-04 09:22:00,4.88,47.14,0,0,0,23.76,0,0,0.138,0.047,1.245,0.2850929672931271,0,0,0,None,4.5,0.0648,15,12.97132,77.593444,-0.1532,-0.2656,1.3817,0.6969,-1.0498,-0.1297,0.0432,-2.0296,-0.8383,1.4588,1.0779,-1.4644,-1.2179,0.7592,-1.3402,0.117,-0.9961,0.4551,1.6666,0.6336,-0.1432,-0.214,0.3716,0.1959,-0.0972,-0.5379,1.912,1.2065,1.3601,1.0098,-0.5479,0.2905,0.1408,0.5402,2.0474,-1.4389,0.782
D001,2025-08-04 09:27:00,5.87,42.42,0,0,0,1099.35,1,1,6.113,1.017,1.412,6.2107006046017075,1,1,1,Tamper_Damage,4.69,0.0482,16,12.972797,77.597087,0.4299,-0.5896,-0.4832,-0.1459,0.737,-0.4338,0.1469,0.2392,1.173,1.4264,0.5037,1.2127,0.0229,-0.0905,1.5052,-0.0947,1.7628,-0.467,0.4786,0.8795,0.6671,0.1621,1.2666,-0.8074,0.5596,1.101,-0.2878,1.566,2.6998,1.0983,-0.4829,-2.4072,0.7317,-0.0847,-2.0754,-0.5456,-0.0874
D001,2025-08-04 09:31:00,5.43,43.15,0,0,0,455.79,1,2,-0.169,0.192,1.147,0.29501525384291577,0,1,1,Tamper_Damage,4.81,0.0535,16,12.973918,77.593103,1.091,1.1651,-1.7044,2.0559,0.6014,-0.9743,-0.7619,-0.1065,0.2627,-0.1803,-0.8626,0.4684,1.1826,-0.9874,0.5162,1.1709,0.4038,-1.2728,0.8511,-0.085,-0.4006,-2.2338,1.199,-0.0937,0.6885,-1.2061,1.492,-0.4581,0.406,-0.3539,0.4882,-1.326,0.6815,0.3307,-0.2161,0.9724,0.0863
D001,2025-08-04 09:35:00,4.64,47.19,0,0,0,557.82,1,3,4.229,-0.121,-1.202,4.769474394521896,1,1,1,Tamper_Damage,4.77,0.0912,17,12.974101,77.596413,-1.66,-1.6716,-0.0295,-0.9442,-0.4018,-0.559,0.5114,0.001,-0.0028,0.4013,-0.9109,-0.0395,0.5551,0.13,-0.2215,0.5224,0.5242,-0.3868,0.6729,1.1264,-0.6481,0.1838,-0.0157,-0.0533,0.5303,-0.1135,0.5745,-0.4801,-0.3941,-0.5066,-0.8915,0.6672,0.4122,0.5715,0.0697,0.3702,-0.1949
D001,2025-08-04 09:39:00,4.86,63.78,0,0,0,779.06,1,4,0.129,0.081,0.955,0.1588300979033886,0,1,1,Tamper_Damage,4.91,0.0648,17,12.969511,77.596965,-0.1633,-0.22,-0.7038,-0.1502,-1.994,0.3131,-1.2395,0.9195,-1.4971,0.4956,0.4884,0.063,0.6332,0.6453,-0.9425,-0.8313,-1.0471,-2.3427,0.5496,-0.7282,-1.051,1.8261,1.6306,0.8936,1.2609,0.5925,0.3419,0.3613,0.1005,0.6589,-0.1277,-0.8579,-0.0097,-0.3807,-1.913,1.1129,-1.7499
D001,2025-08-04 09:43:00,4.74,49.17,0,0,0,579.86,1,5,-0.049,0.088,0.983,0.10214695296483396,0,1,1,Tamper_Damage|Geofence,4.74,0.0543,15,12.970275,77.593475,1.5321,0.0526,-0.6121,2.2313,0.5204,0.2092,-1.244,-2.0536,0.1083,0.2607,0.0694,0.4493,2.3144,-0.1824,0.3333,-0.6702,-0.185,0.4647,-0.3373,-0.5591,0.3778,1.1791,1.1807,1.0634,-0.1601,-1.11,2.0876,1.1164,-1.8789,1.3808,-1.5686,1.572,-0.0847,0.1187,0.5351,0.9925,0.3958
D001,2025-08-04 09:47:00,4.68,47.57,0,0,0,920.63,1,6,4.462,-0.546,6.549,7.141355683621983,1,1,1,Tamper_Damage|Geofence,4.94,0.0674,16,12.969352,77.595906,-0.2355,-0.6686,1.2705,-0.9243,0.4988,-1.2321,-1.3053,1.6298,0.6684,-2.7274,-0.5025,0.1226,0.0822,-0.3915,0.4476,-1.0074,-0.9004,0.9317,0.6983,2.1244,-1.2414,0.155,0.8494,2.2036,-1.0795,1.0518,0.6675,0.0647,-2.4674,0.0684,0.4681,2.5218,0.079,-0.2973,-0.7476,0.4738,1.0533
D001,2025-08-04 09:51:00,4.49,36.81,0,0,0,526.3,1,7,4.217,-0.672,6.98,7.348133980814449,1,1,1,Tamper_Damage|Geofence,4.66,0.0639,15,12.973976,77.593207,0.1803,-0.4528,-0.226,-2.1308,0.1785,-0.3254,-0.6436,-1.1784,-0.6649,-1.2558,0.7917,-1.4021,0.8951,0.4952,-0.1597,1.0392,-0.5185,0.5622,2.7223,0.8957,0.6425,0.8675,0.0713,1.6868,-1.8647,-1.0207,-0.0581,1.5408,-1.5045,-0.1493,-0.8314,1.0782,-1.16,1.4927,1.2753,-1.5454,-0.7613
D001,2025-08-04 09:56:00,4.38,33.03,0,0,0,1032.35,1,8,0.07,-0.127,0.915,0.16808926200087856,0,1,1,Tamper_Damage|Geofence,4.55,0.0795,17,12.970769,77.595627,0.9696,-0.9941,0.7301,-0.4902,-0.2988,-0.3837,0.3815,0.3265,-0.3305,0.4635,-0.2244,0.7729,-0.7558,0.7597,-0.702,0.2247,-1.0852,0.0015,0.7025,1.3878,-0.7347,0.3927,-0.3186,-1.2966,2.2082,0.0246,-0.2716,-0.6291,1.2881,0.516,2.2957,-0.1965,2.325,0.4551,4.2492,0.3556,0.7562
D001,2025-08-04 10:01:00,5.33,48.32,0,0,0,808.87,1,9,-0.016,-0.145,0.823,0.22936869882353175,0,1,1,Tamper_Damage|Geofence,5.01,0.0755,16,12.969903,77.596195,0.7767,1.2213,-0.3749,-0.1082,-0.1438,-0.0049,0.2625,1.5949,1.1336,0.1756,1.2498,-0.1421,0.8571,1.1839,-0.7817,-2.1137,-1.056,0.6709,-0.8567,0.0746,0.9846,0.0096,-1.8659,1.5437,0.2297,-0.0629,-2.3859,-0.7009,-1.564,0.5836,-0.4392,0.3367,0.7266,0.8534,-0.0562,-1.2162,0.8357
D001,2025-08-04 10:06:00,5.75,56.93,0,0,0,814.91,1,10,3.518,-0.519,2.816,3.9929363881734954,1,1,1,Tamper_Damage|Geofence,5.03,0.0675,15,12.973925,77.592609,0.4362,-2.336,-0.2471,-0.6077,-0.3384,-1.4944,-0.1653,-1.6589,-0.8784,-0.0586,0.8335,-0.8009,-1.4683,-0.218,1.5346,0.2558,1.2329,-0.7613,-0.4853,-0.1302,0.8847,-0.3043,0.0091,0.0631,-1.1222,0.5636,-0.067,0.5677,-0.9316,-1.1469,-1.2428,0.2271,0.8487,-0.624,-2.2366,0.8967,-1.2027
D001,2025-08-04 10:10:00,4.52,47.3,0,0,0,703.2,1,11,-0.012,-0.09,1.381,0.39166950353582547,0,1,1,Tamper_Damage|Geofence,4.72,0.0576,16,12.97326,77.592415,-0.5343,-0.552,-0.6118,-0.647,-0.8162,-0.4308,1.5946,-0.2991,-1.4687,-0.6932,2.2724,0.7942,1.051,0.6074,-0.5658,-2.0502,0.4897,-0.7975,-2.4654,-0.4825,0.2134,-0.3777,-0.4659,0.3579,1.2206,-0.8843,1.373,0.4108,0.2357,-0.4832,0.7989,0.9397,1.2214,-0.1976,-0.793,0.9334,1.2338
D001,2025-08-04 10:14:00,5.79,38.51,0,0,0,1067.1,1,12,3.281,-1.349,1.032,3.5476451344518662,1,1,1,Tamper_Damage|Geofence,5.51,0.0705,15,12.974385,77.591314,-0.5135,0.09,-1.5013,-0.9445,0.2871,-1.1094,-2.3573,-0.9648,-0.5252,-2.6328,-0.4048,-0.6928,-0.9198,-1.2177,-0.7805,1.0686,0.6201,-1.2675,0.0375,0.5939,-0.8385,0.1537,1.1461,-1.0992,2.1565,-1.0566,0.3601,2.1608,0.9485,-0.7399,-1.7891,-1.1154,-0.5354,0.4874,-0.1874,-0.9317,-0.9919
D001,2025-08-04 10:19:00,5.15,57.33,0,0,0,479.24,1,13,-0.274,-0.112,0.627,0.4761816880141445,0,1,1,Tamper_Damage|Geofence,4.78,0.1015,17,12.971876,77.596067,0.2244,-0.2142,0.6226,-0.4751,-0.6689,-0.5941,0.7442,-1.1801,0.4175,0.0325,0.3288,0.7603,0.3811,-0.126,-0.2399,-1.4024,1.2828,0.9131,-1.0659,-0.2076,0.6732,0.399,1.0801,-1.5117,0.8825,-1.0129,0.9888,-1.5586,-0.4959,1.5593,-0.3449,-0.1604,-0.6873,0.7436,0.8273,-1.8819,-0.8258
D001,2025-08-04 10:23:00,5.12,34.04,0,0,0,702.31,1,14,0.047,0.432,0.987,0.43474360259812905,0,1,1,Tamper_Damage|Geofence,4.7,0.0903,17,12.97152,77.591679,-0.5599,1.3234,1.5711,0.1561,0.782,1.8295,-1.0484,-0.383,-2.2071,0.0744,-0.5389,0.2206,-0.8633,2.5559,0.3794,1.484,-0.921,0.0118,-0.697,2.2029,-0.6753,-1.852,-0.2129,0.2756,-0.5581,-0.4084,0.2847,0.5678,-0.1419,0.2651,-0.3646,-0.11,-2.3938,0.5094,0.8158,1.5277,-0.067
D001,2025-08-04 10:28:00,5.81,36.0,0,0,0,550.56,1,15,-0.258,0.265,0.792,0.42432652521377917,0,1,1,Tamper_Damage|Geofence,5.09,0.0791,15,12.972639,77.597526,0.2558,0.7405,-0.3411,-0.9601,0.2729,-1.1138,-0.5163,-0.3969,2.475,-0.0318,0.3195,0.1642,1.9813,-0.1696,-1.287,0.494,2.085,1.4486,1.4551,0.2295,-0.9605,-0.9243,0.485,-0.7187,-1.0374,-1.2619,-0.1411,-0.5449,-1.6385,0.1548,-0.1842,1.1274,-1.3589,-0.8656,0.6679,-0.5061,-0.8965
D001,2025-08-04 10:32:00,5.51,44.85,0,0,0,717.31,1,16,4.092,-1.036,0.581,4.241853486390117,1,1,1,Tamper_Damage|Geofence,4.72,0.0953,17,12.97135,77.596519,1.5195,-0.1538,-1.0234,0.4235,1.1304,-0.9601,-1.2056,-1.3871,0.9128,0.7788,-0.2212,1.5685,-0.3855,-0.1432,0.8199,-0.9539,-1.1077,1.0898,-0.7385,-0.5568,-0.0812,0.7434,-0.8584,0.6795,-0.8403,-1.5618,0.8457,-1.0481,1.4031,1.1936,0.3635,0.6291,-0.5594,-2.1911,1.4178,-2.0548,-0.5547
D001,2025-08-04 10:37:00,4.7,53.81,0,0,0,787.31,1,17,0.139,-0.168,0.707,0.3652314334774596,0,1,1,Tamper_Damage|Geofence,4.81,0.0906,17,12.967705,77.59295,1.3074,-1.1127,1.4388,-0.4467,-0.4491,0.714,-1.7992,-0.019,0.2278,-0.1221,-0.1565,-0.0912,0.4768,1.7814,-1.1795,2.1366,1.0268,-1.0859,0.0719,-0.3659,1.2973,2.0338,0.4863,-1.3894,-1.0672,-0.5018,0.3602,0.8263,1.0229,-1.1092,-1.7007,-0.5368,0.572,-0.7016,-0.3341,-1.3472,-0.889
D001,2025-08-04 10:41:00,5.61,43.59,0,0,0,714.12,1,18,0.058,-0.225,1.411,0.47213345570929416,0,1,1,Tamper_Damage|Geofence,5.09,0.0642,17,12.972889,77.599548,-1.2896,-0.1506,0.8679,0.128,-1.5054,0.6963,-0.5253,-1.4086,0.1619,-0.7611,-1.189,-1.2127,1.3166,0.3646,-2.3074,-0.2597,-0.776,-0.5084,-0.0619,-0.6969,-1.5241,-0.9343,0.0593,1.0693,-0.4428,0.3487,0.9907,0.366,-0.442,2.8299,-0.1198,-0.4426,-1.0333,-0.0095,-0.2257,0.5889,0.3313
D001,2025-08-04 10:45:00,5.29,53.56,0,0,0,683.29,1,19,3.475,-1.384,5.435,5.80175025315637,1,1,1,Tamper_Damage|Geofence,5.0,0.0441,16,12.973786,77.593765,1.7729,-0.8833,-0.3618,0.1487,-0.2021,0.4104,0.5672,-0.9532,2.7354,-0.1805,0.8013,1.5954,-0.4543,-0.3763,0.634,-0.1028,-0.4004,-0.1643,-0.4975,-2.3174,-0.6628,-0.0577,-0.8151,0.4411,0.097,-0.5983,-0.4871,-0.2756,0.4397,0.457,1.6567,-0.5095,-2.4083,0.3059,-0.3165,-0.3975,0.2337
D001,2025-08-04 10:50:00,5.33,53.12,0,0,0,819.12,1,20,4.571,-0.017,3.92,5.424087941764956,1,1,1,Tamper_Damage|Geofence,4.72,0.1031,15,12.974854,77.593934,-0.0394,-0.6915,-0.8886,-0.142,0.0736,-1.2673,0.3717,-1.0754,0.1293,0.0606,-1.4613,-1.0472,0.5067,0.5248,-0.6736,-0.9002,-1.1846,0.9814,-0.6834,-0.4224,0.441,0.0347,-1.0332,0.4437,-0.303,-0.7897,0.2523,-0.1589,-1.2826,1.5597,1.6856,-1.1159,-0.239,0.178,0.1269,0.0006,-0.6267
D001,2025-08-04 10:55:00,4.26,45.92,0,0,0,590.67,1,21,3.81,0.288,3.324,4.472138191066998,1,1,1,Tamper_Damage|Geofence,4.97,0.0741,15,12.969057,77.595482,-0.9645,-0.3929,-0.2669,-1.1358,-1.3306,1.2322,-1.3414,2.9421,-0.0362,-0.9811,-0.4006,-2.506,0.727,-0.7604,0.1569,0.0565,0.3587,0.083,-0.093,0.1894,0.0317,-2.0162,0.5195,-0.0955,-2.043,0.1078,-0.8939,-0.3319,-0.1048,0.2338,-1.1614,-1.392,-0.9017,1.8894,0.3715,-1.1217,-0.3698
D001,2025-08-04 10:59:00,5.13,34.46,0,0,0,573.92,1,22,-0.039,0.033,1.082,0.09661262857411557,0,1,1,Tamper_Damage|Geofence,5.1,0.0589,16,12.971347,77.595315,-0.1934,1.673,0.6072,-0.3216,0.2675,0.4879,0.5647,0.5348,-2.2289,1.6576,1.4101,-0.8309,0.3253,-0.0679,-1.194,-0.7611,-0.0315,-0.1947,-0.1458,-0.922,-0.202,-1.9022,-0.0731,0.5927,0.2387,0.003,-2.0402,-0.2477,0.2581,-0.0875,-0.4421,-0.1625,-0.2465,-0.1742,0.104,-0.5022,0.445
D001,2025-08-04 11:04:00,5.65,47.06,0,0,0,1006.14,1,23,4.355,-0.639,1.991,4.5118097255979235,1,1,1,Tamper_Damage|Geofence,4.71,0.0786,16,12.9684,77.592912,0.8832,1.1289,0.5627,-0.887,0.0632,0.7631,-1.1318,-0.3875,-0.2917,-0.3052,1.2662,0.1134,-1.5241,1.5645,-2.0786,-1.3046,1.8077,1.9792,-1.0027,0.8226,1.0248,-0.9775,-1.081,-0.152,0.3034,-1.1385,0.4625,-1.4311,-0.5805,-0.0009,1.0646,0.5819,-0.2144,-1.5567,0.9509,-0.356,1.0543
D001,2025-08-04 11:09:00,5.8,55.8,0,0,0,858.29,1,24,0.343,0.01,1.048,0.3464866519795532,0,1,1,Tamper_Damage|Geofence,4.7,0.0341,16,12.974207,77.597914,-0.1113,-0.7071,1.1329,-0.7148,-0.0258,0.9934,-1.5296,0.4649,0.4234,-0.7043,-0.9246,-0.1817,-0.7216,-0.4408,0.4656,-1.2677,-1.6247,-1.6722,1.829,0.3322,1.0533,0.4012,2.0212,0.1549,-0.1946,-0.5746,0.4394,-0.8993,0.1509,0.2292,1.3413,-0.7626,-0.9766,-1.384,0.2987,-0.4641,0.5484
D001,2025-08-04 11:13:00,5.27,37.31,0,0,0,915.24,1,25,5.595,0.192,1.522,5.622577078173317,1,1,1,Tamper_Damage|Geofence,4.55,0.0944,16,12.97073,77.595922,0.3389,1.7441,0.7584,1.2514,-0.8431,-1.1652,-0.7766,-0.7505,-2.232,-0.0092,0.8574,1.0901,1.8092,-0.573,0.5933,0.6323,-0.9723,1.9648,-0.792,-1.4347,0.8504,-0.235,-0.5887,-0.8571,-1.1196,-1.1027,0.5702,-1.9541,-0.0944,-0.3134,-1.7607,0.6879,0.4026,-0.3829,-1.1291,0.3537,-1.2919
D001,2025-08-04 11:18:00,4.76,54.46,0,0,0,841.75,1,26,3.957,-1.166,2.89,4.53756597748176,1,1,1,Tamper_Damage|Geofence,5.11,0.0696,17,12.971704,77.596932,2.125,0.5081,-1.2877,0.5673,0.7546,0.4923,0.0626,-0.8597,-0.0933,-0.5593,-1.8439,-0.0443,0.6624,0.2268,0.3202,-1.1348,0.2841,0.4959,-0.336,-1.4353,-0.4233,1.3431,-1.1995,1.0277,0.602,-0.5835,-0.1177,-1.3645,0.881,-0.0398,-0.7702,-0.0779,-0.7387,0.5651,0.1951,-1.2876,-0.6505
D001,2025-08-04 11:23:00,4.7,43.48,0,0,0,777.75,1,27,0.086,0.177,0.902,0.21983857714241145,0,1,1,Tamper_Damage|Geofence,4.99,0.0886,16,12.971857,77.594077,1.3813,-1.1408,1.5497,-1.2365,0.1266,0.0003,-0.2009,1.006,1.4866,1.4391,-0.069,-0.886,-0.7904,-0.6879,0.5875,-1.135,1.7417,-0.1826,1.063,-1.3028,0.4901,-0.1876,0.4167,2.4218,-0.1587,0.1718,-0.3082,1.3728,0.1132,-0.8169,0.3136,0.7781,0.7822,1.8519,0.437,-0.3226,0.4001
D001,2025-08-04 11:27:00,5.38,49.82,0,0,0,397.61,1,28,5.706,-0.103,1.143,5.70872087248974,1,1,1,Tamper_Damage|Geofence,5.03,0.0673,17,12.973392,77.596495,0.6862,-0.0938,1.0683,0.953,0.6916,0.8809,1.3929,0.1932,-0.4259,-0.2725,-1.3348,2.5024,0.2356,-0.0989,-1.8692,0.6234,-1.1569,0.6523,-1.3133,2.165,-0.5644,-0.7996,-0.7473,0.8652,0.1047,-0.9433,-0.4126,-0.3827,-0.9209,-1.4245,0.0877,-1.1673,-0.6543,-1.4131,-0.9061,-0.0745,-0.5572
